59,Pi?tkowo
58,"Rondo Rataje"
57,105
56,Mi?ostowo
55,Górczyn
54,5
53,Pozna?
52,Pozna?
51,Pi?tkowo
50,"Rondo Rataje"
49,105
48,Mi?ostowo
47,Górczyn
46,5
45,Pozna?
